_id,title
55fcc5843977bd688e45b681,南征北战
57a9ad6a3977bd799c2367a9,异色欧美
5682415f3977bd05c034307f,麦田电影院 第45期：《浮城谜事》
56d6990c3977bd2981f99ec2,太空熊猫英雄归来
55fcc5c93977bd688e45bdc7,朋友
5816a9683977bd5ed2deb976,江南灵异录之白云桥
565fab9f3977bd1015af12da,天下无贼
55fcc5bf3977bd688e45bccd,孤胆义侠
564d4afb3977bd2cc0d41d40,狼牙
56a644883977bd2db6c5c4c3,把乐带回家2014
56a9f71f3977bd0731404a60,猛鬼佛跳墙
56aa13823977bd1ea775d03a,英雄神话
56a63d153977bd202bd051ea,唐伯虎点秋香
57680e5d3977bd094f9178e9,超能赌霸
55fcc5b23977bd688e45bb70,影子爱人
568241623977bd05c0343196,新东成西就
568ce0fe3977bd5073912bdc,通灵神探
5667f7183977bd4248564f07,狄仁杰之通天帝国(环绕声版)
5730bd6a3977bd2f4e79e56d,拳赎
563083663977bd498cdd9980,长江7号:超萌特攻队
564d4ab63977bd2cc0d40325,诡拼车
57e105d83977bd2532362cdc,西游记之西梁女国
56d533ae3977bd57e699d2d6,错点鸳鸯
5608b0743977bd7b71b977c2,禁闭岛
56a797ab3977bd7507a9b2ae,骚扰
564d4af83977bd2cc0d41c17,诡打墙
56aa13a23977bd1ea775d0a5,街市英雄
55fcc59e3977bd688e45b96f,叉手
568241613977bd05c034310f,盗墓笔记
566a1d793977bd4014b664d3,年兽大作战
56a79c663977bd7507a9b75b,突然幸福
5608b0053977bd7b71b97761,功夫熊猫2
55fcc5e93977bd688e45c0c2,超索型警
564d4b023977bd2cc0d41f28,X战警：逆转未来
55fcc5903977bd688e45b7cc,白雪公主
5662bf213977bd33ce6902db,绝密调查
564d4afc3977bd2cc0d41d89,芭比之蝴蝶仙子2
57b2bdb53977bd05a8dd5636,7月半“鬼节”
5684f28e3977bd01c304e019,千与千寻
55fcc5863977bd688e45b6bb,玩具总动员3
5807172c3977bd4032d9437d,憨豆的黄金周
55fcc56e3977bd688e45b3f6,返老还童
573537073977bd0faf661847,烈火中永生
56a5e6863977bd7924c395d0,儒侠
55fcc5a73977bd688e45ba52,十二金钱镖
580973de3977bd6d44f235e1,危思禁入
571972e83977bd5bea24ee84,陆垚知马俐
55fcc56f3977bd688e45b409,超人总动员
5667f7173977bd4248564f01,枪王之王(环绕声版)
5682415c3977bd05c0342f83,九州.华胥引
55fcc55e3977bd688e45b210,笔仙
5608b05d3977bd7b71b977b3,阿甘正传
55fcc5643977bd688e45b2c5,七煞
58324ad53977bd5992993917,记忆大师
56a79c903977bd7507a9b81c,夜路
55fbc29b3977bd3ada75cef9,第67届戛纳电影节：造梦金棕榈
568dfa413977bd6161d6eb7d,我的特工爷爷
55fcc5d03977bd688e45be71,无敌破坏王
5608afee3977bd7b71b97745,了不起的盖茨比
56b419f63977bd6e2b1da7f4,紫金镖
5608b0833977bd7b71b977cc,生死狙击
56a62f323977bd05f35b9070,妲己
57fddac73977bd5363eea5af,功夫四侠
564d4ad83977bd2cc0d40f98,末日迷踪
578ca3fa3977bd5f7eb789bf,粤语片专区
57305af93977bd69a61f2d3c,吕梁英雄
56827ac03977bd6d60a3306d,举起手来
564d4adf3977bd2cc0d41260,芭比之粉红舞鞋
565fb3233977bd1db704ed2a,功夫
5736b4983977bd06251cb262,美好的意外
5730c5de3977bd400acc55fb,西游外传之大圣娶亲
568241613977bd05c0343141,赌侠1999
55fcc59e3977bd688e45b960,喜盈门
5684e47e3977bd668359b4be,电影纵贯线
5683b4e63977bd2cece37f06,侏罗纪公园
56a6651a3977bd6b2efd8b96,猛鬼差馆
55fcc5ca3977bd688e45bdda,插翅虎
581fd5d83977bd1e7aeffcd5,你好，疯子！
56a794fb3977bd7507a9b10e,紫色的夜
55fbc2ad3977bd3ada75d314,《让子弹飞》特辑
573584d83977bd299a9249ef,这些神曲比电影还出名
575faf3d3977bd14802b26fb,魔都凶音
55fcc5af3977bd688e45bb33,相思河畔
55fcc5733977bd688e45b477,胭脂扣
55fcc5cd3977bd688e45be24,天网
564d4a403977bd2bca73454a,我的少女时代
582c5c253977bd509646ee79,九品芝麻官
5667f80c3977bd44266656dd,一个人的武林（环绕声版）
55fcc5bf3977bd688e45bcce,灵异第六感
564d4af13977bd2cc0d41961,上帝的口袋
55fcc5b63977bd688e45bbe6,汽车总动员2
568256ff3977bd2d35edc648,功夫熊猫
575447d83977bd1fd6127b24,双截龙
573561373977bd6280bc5561,光头影帝·葛优
55fcc58d3977bd688e45b78e,至尊三十六计之偷天换日
55fcc5963977bd688e45b881,盗梦空间
55fcc5853977bd688e45b68d,太阴指
56b33f2e3977bd37d2d95f2a,柔道龙虎榜
57cd3d7d3977bd7ec5460ac1,诡梦凶铃
55fcc59b3977bd688e45b91e,花木兰
5682415d3977bd05c0342fd2,十里春风恰如你
581808fc3977bd4b95482b6e,鹬
56aac9903977bd1291c17128,九条命
56a67d113977bd177334375e,香港过客
564d4b113977bd2cc0d4247b,X特遣队
5608aff93977bd7b71b97752,空难惊魂
55fcc56a3977bd688e45b376,火车
56a63d1e3977bd202bd05817,七月又十四之信不信由你
55fcc5b03977bd688e45bb51,至尊计状元才[粤语版]
560364b83977bd5ee34ee068,精灵旅社
55fcc5a73977bd688e45ba4c,警察
564d4ae93977bd2cc0d41653,走近毛泽东
573952f73977bd371d571a6e,男子汉不得不看的战争大片
565fb3223977bd1db704ed16,墨攻
568546e73977bd2246cf4e9f,盗墓之平地生风
564d4adc3977bd2cc0d41178,夏有乔木 雅望天堂
55fcc5843977bd688e45b68b,破冰
55fcc57a3977bd688e45b557,怦然心动
564d4ac83977bd2cc0d409e5,头脑特工队
5756e3553977bd420b2ead25,雀圣之脱线女神
55fcc5d83977bd688e45bf45,天涯明月刀
569f4e7b3977bd0aea343d5e,神奇女侠
56a79c2d3977bd7507a9b67f,七年
55fcc5aa3977bd688e45baa3,窃听风云
582c39723977bd12c219728c,倚天屠龙记之魔教教主
55fcc5e43977bd688e45c051,全职杀手
56a6210b3977bd6906597592,玉面威龙
55fbc29d3977bd3ada75cf7b,华语电影征战戛纳之路
57313c053977bd2a616b2cf5,夏天十九岁的肖像
568376bc3977bd5184160e51,过年好
5667f80a3977bd44266656a6,太空一号(环绕声版)
5730bd693977bd2f4e79e568,德云三逗士
56a9f9183977bd0731404ba2,星际传奇
58097a683977bd795b46b364,嗡鸣
56667c4a3977bd1055c4501e,女星银幕沐浴片段集锦
583790de3977bd35d0ad0b0b,遊戏规则
568660233977bd3022568b64,谋杀似水年华
573528f63977bd72d045b277,分水岭
5719a5853977bd41b7938da1,死亡游戏
55fcc5b93977bd688e45bc2c,机械师
566e961e3977bd771aea2ec7,澳门风云3
55fbc2b33977bd3ada75d43a,影迷必看的10部泰式重口味
55fcc5d63977bd688e45bf09,蝙蝠侠：黑暗骑士
55fbc2b63977bd3ada75d4ba,破风
55fbc2b53977bd3ada75d49b,青红
565fb22d3977bd1c435e27a9,风声
575650283977bd208c496deb,鬣狗之路
55fcc5e33977bd688e45c039,暮光之城
564d4ab83977bd2cc0d403cd,摆渡人
56a797e33977bd7507a9b2c9,目击者
56a6107a3977bd4aa80312a3,黑马王子
568287de3977bd08a05a0033,他和她的孤独情事(下)
569c88d13977bd5d54ca0972,天线宝宝:抱抱
55fbc2de3977bd3ada75db65,全球十大恐怖片经典片段
57d8bf1f3977bd70af960663,香港烧脑警匪电影
57231fd13977bd33107f3ba2,废柴特工
5608afff3977bd7b71b97758,美国狙击手
55fbc2b43977bd3ada75d46c,杀破狼2
55fcc5b03977bd688e45bb4b,单身男女2
56e6653c3977bd027e0e4ff6,三少爷的剑
573522673977bd65bac4775a,碧海丹心
5667f80b3977bd44266656c7,武侠(环绕声版)
55fcc5873977bd688e45b6ce,花漾
56a79be13977bd7507a9b59a,战递余香
55fcc59a3977bd688e45b905,麦兜当当伴我心
55fcc5713977bd688e45b43d,神探
56a6674b3977bd6e939c863d,蓝与黑(续集)
578ca3fe3977bd5f7eb789c0,黄金九月·科幻季
568241573977bd05c0342d9e,冰川时代3
56a79cb03977bd7507a9b89f,挥霍不起的青春
574ff95e3977bd2374905016,大话西游之前世今生
564d4aba3977bd2cc0d40486,举起手来2：追击阿多丸号
569c50873977bd73f5c253e1,柏林孤影
564d4a403977bd2bca73453c,火星救援
55fcc5b53977bd688e45bbd0,澳门风云
5695c71b3977bd4689455836,高能巫师狩猎人间
56a5d1963977bd5249be2490,夺命地铁
5686adea3977bd416d5154c9,私人订制
564d4aba3977bd2cc0d4046b,狗十三
56a9f7953977bd0731404aa0,整蛊专家
56a6bc843977bd0e0fea4f61,血溅牡丹红
56a5ca023977bd448792eb91,女王旅途
56ef5f0e3977bd015753d45c,60年风继续吹 张国荣高光表演合集
5683a1123977bd177e692784,鬼妈妈
55fcc5933977bd688e45b836,兔侠传奇
564d4adf3977bd2cc0d412e7,喜羊羊与灰太狼之喜气羊羊过蛇年
55fcc5d63977bd688e45bf0e,飞屋环游记
564d4a3f3977bd2bca734534,消失的凶手
564d4b133977bd2cc0d42573,海上钢琴师
55fcc5a63977bd688e45ba39,叛逆
57fd8edb3977bd4da358d493,那年夏天你去了哪里
56541fb33977bd43350a107d,男神赤身肉搏战
564d4aca3977bd2cc0d40ad7,赞鸟历险记
